
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# Contour 0, label:    1e+19
 1.45083e+17  3.94784e+20  1e+19 
 1.32194e+17  3.94784e+20  1e+19 
 1.2045e+17  3.94784e+20  1e+19 
 1.0975e+17  3.94784e+20  1e+19 

# Contour 1, label: 
 3.27455e+20  2.20506e+20  1e+19 
 3.22412e+20  2.27735e+20  1e+19 
 3.16126e+20  2.36316e+20  1e+19 
 3.09266e+20  2.45221e+20  1e+19 
 3.01776e+20  2.54462e+20  1e+19 
 2.98365e+20  2.58496e+20  1e+19 
 2.93398e+20  2.6405e+20  1e+19 
 2.84068e+20  2.74e+20  1e+19 
 2.73842e+20  2.84325e+20  1e+19 
 2.71859e+20  2.86251e+20  1e+19 
 2.62159e+20  2.95039e+20  1e+19 
 2.49205e+20  3.06157e+20  1e+19 
 2.47708e+20  3.07393e+20  1e+19 
 2.34204e+20  3.17693e+20  1e+19 
 2.25702e+20  3.23885e+20  1e+19 
 2.17041e+20  3.29665e+20  1e+19 
 2.05651e+20  3.36975e+20  1e+19 
 1.96897e+20  3.42087e+20  1e+19 
 1.87382e+20  3.47467e+20  1e+19 
 1.72692e+20  3.54977e+20  1e+19 
 1.70735e+20  3.55952e+20  1e+19 
 1.55568e+20  3.62831e+20  1e+19 
 1.42011e+20  3.68354e+20  1e+19 
 1.41747e+20  3.68459e+20  1e+19 
 1.29155e+20  3.73054e+20  1e+19 
 1.17681e+20  3.76831e+20  1e+19 
 1.07227e+20  3.79941e+20  1e+19 
 9.87102e+19  3.82234e+20  1e+19 
 9.7701e+19  3.82503e+20  1e+19 
 8.90215e+19  3.84614e+20  1e+19 
 8.11131e+19  3.86359e+20  1e+19 
 7.39072e+19  3.87802e+20  1e+19 
 6.73415e+19  3.88996e+20  1e+19 
 6.13591e+19  3.89985e+20  1e+19 
 5.59081e+19  3.90804e+20  1e+19 
 5.09414e+19  3.91483e+20  1e+19 
 4.64159e+19  3.92045e+20  1e+19 
 4.22924e+19  3.92512e+20  1e+19 
 3.85353e+19  3.92898e+20  1e+19 
 3.51119e+19  3.93219e+20  1e+19 
 3.19927e+19  3.93485e+20  1e+19 
 2.91505e+19  3.93706e+20  1e+19 
 2.65609e+19  3.93889e+20  1e+19 
 2.42013e+19  3.94042e+20  1e+19 
 2.20513e+19  3.94168e+20  1e+19 
 2.00923e+19  3.94272e+20  1e+19 
 1.83074e+19  3.94359e+20  1e+19 
 1.6681e+19  3.94432e+20  1e+19 
 1.51991e+19  3.94491e+20  1e+19 
 1.38489e+19  3.94541e+20  1e+19 
 1.26186e+19  3.94582e+20  1e+19 
 1.14976e+19  3.94617e+20  1e+19 
 1.04762e+19  3.94645e+20  1e+19 
 9.54548e+18  3.94669e+20  1e+19 
 8.69749e+18  3.94688e+20  1e+19 
 7.92483e+18  3.94705e+20  1e+19 
 7.22081e+18  3.94718e+20  1e+19 
 6.57933e+18  3.94729e+20  1e+19 
 5.99484e+18  3.94739e+20  1e+19 
 5.46228e+18  3.94746e+20  1e+19 
 4.97702e+18  3.94753e+20  1e+19 
 4.53488e+18  3.94758e+20  1e+19 
 4.13201e+18  3.94763e+20  1e+19 
 3.76494e+18  3.94766e+20  1e+19 
 3.43047e+18  3.94769e+20  1e+19 
 3.12572e+18  3.94772e+20  1e+19 
 2.84804e+18  3.94774e+20  1e+19 
 2.59502e+18  3.94776e+20  1e+19 
 2.36449e+18  3.94777e+20  1e+19 
 2.15443e+18  3.94778e+20  1e+19 
 1.96304e+18  3.94779e+20  1e+19 
 1.78865e+18  3.9478e+20  1e+19 
 1.62975e+18  3.94781e+20  1e+19 
 1.48497e+18  3.94781e+20  1e+19 
 1.35305e+18  3.94782e+20  1e+19 
 1.23285e+18  3.94782e+20  1e+19 
 1.12332e+18  3.94783e+20  1e+19 
 1.02353e+18  3.94783e+20  1e+19 
 9.32603e+17  3.94783e+20  1e+19 
 8.49753e+17  3.94783e+20  1e+19 
 7.74264e+17  3.94783e+20  1e+19 
 7.0548e+17  3.94784e+20  1e+19 
 6.42807e+17  3.94784e+20  1e+19 
 5.85702e+17  3.94784e+20  1e+19 
 5.3367e+17  3.94784e+20  1e+19 
 4.8626e+17  3.94784e+20  1e+19 
 4.43062e+17  3.94784e+20  1e+19 
 4.03702e+17  3.94784e+20  1e+19 
 3.67838e+17  3.94784e+20  1e+19 
 3.3516e+17  3.94784e+20  1e+19 
 3.05386e+17  3.94784e+20  1e+19 
 2.78256e+17  3.94784e+20  1e+19 
 2.53536e+17  3.94784e+20  1e+19 
 2.31013e+17  3.94784e+20  1e+19 
 2.1049e+17  3.94784e+20  1e+19 
 1.91791e+17  3.94784e+20  1e+19 
 1.74753e+17  3.94784e+20  1e+19 
 1.59228e+17  3.94784e+20  1e+19 
